Value,Category,Synthetic_data
Трубка в сборе выхлопная передняя с фильтром частиц,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц новая замена,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц новая,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц замена.,другая деталь,True
 трубка топливная-белая (для фильтра),другая деталь,True
 трубка топливная-белая (к фильтру),другая деталь,True
 трубка топливная-белая (от бака к фильтру),другая деталь,True
 трубка топливная-белая (для топливного фильтра),другая деталь,True
Кольцо уплотнительное (корпуса масляного фильтра),другая деталь,True
Кольцо уплотнительное (корпуса фильтра масла),другая деталь,True
Кольцо уплотнительное (корпуса фильтрации масла),другая деталь,True
Кольцо уплотнительное (корпуса масляной фильтрации),другая деталь,True
Кольцо уплотнительное (корпуса фильтра масла).,другая деталь,True
 шланг отвода картерных газов к воздушному фильтру,другая деталь,True
 шланг вентиляции картера к воздушному фильтру,другая деталь,True
 теплообменник без масляного фильтра,другая деталь,True
 теплообменник без корпуса масляного фильтра,другая деталь,True
 насос без фильтра,другая деталь,True
 насос без фильтрующего элемента,другая деталь,True
 насос без топливного фильтра.,другая деталь,True
 Трубки к фильтру грубой очистки,другая деталь,True
 Трубки к фильтру,другая деталь,True
 Трубки к грубому фильтру,другая деталь,True
 Трубки к фильтру грубой очистки в сборе,другая деталь,True
 Нейлоновые трубки к фильтру грубой очистки в сборе.,другая деталь,True
Трубки от фильтра к влагоотделителю.,другая деталь,True
 трубка топливная от фильтра тонкой очистки,другая деталь,True
 трубка топливная от фильтра к насосу высокого давления.,другая деталь,True
 Накладка заднего пола проверки топливного фильтра.,другая деталь,True
 трубка от фильтра грубой очистки к фильтру тонкой очистки,другая деталь,True
фильтр освещения щитка приборов,другой вид фильтра,True
 фильтр освещения с выпуклой крышкой,другой вид фильтра,True
 фильтр подсветки щитка приборов,другой вид фильтра,True
 фильтр подсветки с выпуклой крышкой,другой вид фильтра,True
 фильтр света щитка приборов,другой вид фильтра,True
 фильтр света с выпуклой крышкой,другой вид фильтра,True
 фильтр осветительных приборов,другой вид фильтра,True
 фильтр осветительных приборов с выпуклой крышкой,другой вид фильтра,True
 фильтр освещения приборной панели,другой вид фильтра,True
 фильтр освещения приборной панели с выпуклой крышкой.,другой вид фильтра,True
 световой фильтр,другой вид фильтра,True
 фильтр подсветки,другой вид фильтра,True
 фильтр освещения,другой вид фильтра,True
 фильтр света,другой вид фильтра,True
 фильтр для лампы подсветки,другой вид фильтра,True
 фильтр для комбинации приборов,другой вид фильтра,True
 фильтр для освещения комбинации приборов,другой вид фильтра,True
 фильтр для осветительной лампы.,другой вид фильтра,True
 фильтр противотуманной фары,другой вид фильтра,True
 фильтр-рассеиватель,другой вид фильтра,True
 противотуманный фильтр,другой вид фильтра,True
 фильтр-рассеиватель противотуманной фары,другой вид фильтра,True
 фильтр для противотуманной фары,другой вид фильтра,True
 противотуманный фильтр-рассеиватель,другой вид фильтра,True
 фильтр-рассеиватель для противотуманной фары,другой вид фильтра,True
 фильтр противотуманного рассеивателя,другой вид фильтра,True
 фильтр противотуманной оптики.,другой вид фильтра,True
Светофильтр,другой вид фильтра,True
 элемент светофильтра,другой вид фильтра,True
 накладка светофильтра,другой вид фильтра,True
 пластмассовая вставка светофильтра,другой вид фильтра,True
 деталь светофильтра,другой вид фильтра,True
 сменный светофильтр,другой вид фильтра,True
 цветной светофильтр,другой вид фильтра,True
 красный светофильтр,другой вид фильтра,True
 зелёный светофильтр,другой вид фильтра,True
 синий светофильтр.,другой вид фильтра,True
 Светофильтр-насадка,другой вид фильтра,True
 Светофильтр-линза,другой вид фильтра,True
 Светофильтр-отражатель,другой вид фильтра,True
 Светофильтр-преобразователь,другой вид фильтра,True
 Светофильтр-рассеиватель,другой вид фильтра,True
 Светофильтр-регулятор,другой вид фильтра,True
 Светофильтр-уловитель,другой вид фильтра,True
 Светофильтр-фрагмент,другой вид фильтра,True
 Светофильтр-элемент.,другой вид фильтра,True
 Линза светофильтра,другой вид фильтра,True
 Правый световой фильтр,другой вид фильтра,True
 радиофильтр,другой вид фильтра,True
 радиочастотный фильтр,другой вид фильтра,True
 фильтр-поглотитель радиопомех,другой вид фильтра,True
 фильтр-стабилизатор радиопомех,другой вид фильтра,True
 фильтр-ограничитель радиопомех,другой вид фильтра,True
 фильтр-протектор радиопомех,другой вид фильтра,True
 радиофильтр-модулятор,другой вид фильтра,True
 радиофильтр-стабилизатор.,другой вид фильтра,True
 оптический фильтр,другой вид фильтра,True
 фильтр подавления радиопомех,другой вид фильтра,True
 фильтр радиопомех,другой вид фильтра,True
 ультрафиолетовый фильтр,другой вид фильтра,True
 фильтр радиочастот,другой вид фильтра,True
 фильтр радиосигналов,другой вид фильтра,True
 фильтр шумов,другой вид фильтра,True
 фильтр помех,другой вид фильтра,True
 фильтр радиочастотного диапазона,другой вид фильтра,True
 фильтр радиочастотного спектра,другой вид фильтра,True
 фильтр радиоэфира,другой вид фильтра,True
 фильтр радиоизлучения.,другой вид фильтра,True
 видеофильтр,другой вид фильтра,True
 дисплейный фильтр,другой вид фильтра,True
 экранный фильтр,другой вид фильтра,True
 фильтр дисплея,другой вид фильтра,True
Светофильтр комбинированной фары,другой вид фильтра,True
 фильтр-протектор,другой вид фильтра,True
 боковой фильтр-рассеиватель,другой вид фильтра,True
 боковой световой фильтр,другой вид фильтра,True
 боковой фильтр-протектор.,другой вид фильтра,True
 стеклянный фильтр,другой вид фильтра,True
 желтое фильтрующее стекло,другой вид фильтра,True
 желтый светофильтр,другой вид фильтра,True
фильтр света панели приборов,другой вид фильтра,True
световой фильтр щитка приборов,другой вид фильтра,True
светофильтр панели приборов,другой вид фильтра,True
устройство для фильтрации света щитка приборов,другой вид фильтра,True
фильтр освещения с выпуклой крышкой,другой вид фильтра,True
фильтр света с выпуклой верхней частью,другой вид фильтра,True
осветительный фильтр с выпуклой поверхностью,другой вид фильтра,True
фильтр освещения с куполообразной крышкой,другой вид фильтра,True
фильтр света с куполообразным верхом,другой вид фильтра,True
фильтр света,другой вид фильтра,True
светофильтр,другой вид фильтра,True
фильтр для света,другой вид фильтра,True
устройство для фильтрации света,другой вид фильтра,True
прибор для фильтрации световых лучей,другой вид фильтра,True
фильтр для противотуманной фары,другой вид фильтра,True
фильтр для туманоподавляющей фары,другой вид фильтра,True
фильтр для фары против тумана,другой вид фильтра,True
"фильтр для фары, предотвращающей туман",другой вид фильтра,True
фильтр для противотуманного фонаря,другой вид фильтра,True
линза светофильтра,другой вид фильтра,True
линза светового фильтра,другой вид фильтра,True
линза для светофильтра,другой вид фильтра,True
линза фильтра для света,другой вид фильтра,True
линза устройства для фильтрации света,другой вид фильтра,True
радиочастотный фильтр,другой вид фильтра,True
фильтр для радиочастот,другой вид фильтра,True
устройство для фильтрации радиочастот,другой вид фильтра,True
прибор для фильтрации радиоволн,другой вид фильтра,True
фильтр для радиоволн,другой вид фильтра,True
фильтр радиопомех фильтр для радиопомех,другой вид фильтра,True
устройство для фильтрации радиопомех,другой вид фильтра,True
прибор для устранения радиопомех,другой вид фильтра,True
радиопомехоподавляющий фильтр,другой вид фильтра,True
фильтр для подавления радиопомех,другой вид фильтра,True
средство для устранения радиошумов,другой вид фильтра,True
устройство для снижения радиошумов,другой вид фильтра,True
фильтр для снижения радиопомех,другой вид фильтра,True
механизм для подавления радиошумов,другой вид фильтра,True
радиопомехоустраняющий фильтр,другой вид фильтра,True
устройство для устранения радиоинтерференций,другой вид фильтра,True
фильтр для уменьшения радиопомех,другой вид фильтра,True
элемент для подавления радиоинтерференций,другой вид фильтра,True
устройство для снижения уровня радиошумов,другой вид фильтра,True
оптический фильтр,другой вид фильтра,True
фильтр для оптики,другой вид фильтра,True
устройство для фильтрации оптических сигналов,другой вид фильтра,True
фильтр для световых волн,другой вид фильтра,True
Оптический фильтр,другой вид фильтра,True
фильтр для световых волн оптический светофильтр,другой вид фильтра,True
фильтр для оптических сигналов,другой вид фильтра,True
оптический световой фильтр,другой вид фильтра,True
прибор для фильтрации светового излучения,другой вид фильтра,True
устройство для фильтрации видимого спектра,другой вид фильтра,True
фильтр для видимого света,другой вид фильтра,True
оптический светопоглощающий фильтр,другой вид фильтра,True
устройство для поглощения световых волн,другой вид фильтра,True
дисплейный фильтр,другой вид фильтра,True
фильтр для дисплея,другой вид фильтра,True
устройство для фильтрации изображения на дисплее,другой вид фильтра,True
прибор для фильтрации отображаемого контента,другой вид фильтра,True
фильтр для экрана,другой вид фильтра,True
Дисплейный фильтр,другой вид фильтра,True
устройство для фильтрации изображения на экране,другой вид фильтра,True
экранный фильтр,другой вид фильтра,True
устройство для фильтрации изображений на экране,другой вид фильтра,True
фильтр для визуального контента,другой вид фильтра,True
прибор для фильтрации визуальных данных,другой вид фильтра,True
фильтр для отображения информации,другой вид фильтра,True
устройство для фильтрации графических данных,другой вид фильтра,True
фильтр для графического контента,другой вид фильтра,True
прибор для фильтрации видеоконтента,другой вид фильтра,True
устройство для фильтрации видеизображений,другой вид фильтра,True
Радиочастотный фильтр,другой вид фильтра,True
радиочастотный фильтрующий элемент,другой вид фильтра,True
устройство для фильтрации электромагнитных волн,другой вид фильтра,True
прибор для обработки радиосигналов,другой вид фильтра,True
фильтр для электромагнитных колебаний,другой вид фильтра,True
устройство для фильтрации высокочастотных сигналов,другой вид фильтра,True
фильтр для высокочастотных волн,другой вид фильтра,True
радиочастотное фильтрующее устройство,другой вид фильтра,True
прибор для отсеивания радиочастот,другой вид фильтра,True
фильтр для отсеивания радиоволн,другой вид фильтра,True
